SITE_NAME,DESCRIPTION,STATION_NAME,TRAMP_FARM_NAME,DATE_COLLECTED,LABORATORY_SAMPLE_NUMBER,AG-110M,AM-241,AM-241_chem,C-14,C-14_N,CE-144,CM-242,CM-243+244,CO-57,CO-58,CO-60,CR-51,CS-134,CS-137,CS-137+CS-134,EU-154,EU-155,H-3,I-125,I-129,I-131,K-40,MN-54,NB-95,NP-237,OBT,P-32,PB-210,PM-147,PO-210,PU-238,PU-239+240,PU-241,RA-226,RU-103,RU-106,S-35,SB-124,SB-125,SE-75,SR-90,TC-99,TH-228,TH-230,TH-232,TOTAL BETA,U-234,U-235,U-238,ZN-65,ZR-95
Anglia,UMK-Unpasteurised Milk,N/A,AR04,2016-06-08,201630486,N/A,N/A,N/A,17?1.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anglia,UMK-Unpasteurised Milk,N/A,AR02,2016-06-19,201629816,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.048,N/A,N/A,N/A,N/A,N/A,N/A,51?4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.026,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anglia,UMK-Unpasteurised Milk,N/A,AR02,2016-06-19,201630485,N/A,N/A,N/A,24?1.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anglia,UMK-Unpasteurised Milk,N/A,AR02,2016-07-25,201630464,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.052,N/A,N/A,N/A,N/A,N/A,N/A,52?4.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.026,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anglia,UMK-Unpasteurised Milk,N/A,AR05,2016-08-08,201630700,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.049,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anglia,UMK-Unpasteurised Milk,N/A,AR02,2016-08-22,201630861,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.048,N/A,N/A,N/A,N/A,N/A,N/A,50?3.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.017?0.015,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anglia,UMK-Unpasteurised Milk,N/A,AR05,2016-09-08,201631086,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.046,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anglia,UMK-Unpasteurised Milk,N/A,AR02,2016-09-19,201631569,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.052,N/A,N/A,N/A,N/A,N/A,N/A,51?4.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anglia,UMK-Unpasteurised Milk,N/A,AR05,2016-10-05,201631989,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.048,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.015?0.015,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anglia,UMK-Unpasteurised Milk,N/A,AR02,2016-10-24,201632562,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.05,N/A,N/A,N/A,N/A,N/A,N/A,51?4.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anglia,UMK-Unpasteurised Milk,N/A,AR05,2016-11-13,201633741,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.045,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anglia,UMK-Unpasteurised Milk,N/A,AR02,2016-11-21,201633740,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.053,N/A,N/A,N/A,N/A,N/A,N/A,51?4.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.019?0.014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anglia,UMK-Unpasteurised Milk,N/A,AR05,2016-12-15,201634077,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.043,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anglia,UMK-Unpasteurised Milk,N/A,AR02,2016-12-19,201634076,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.052,N/A,N/A,N/A,N/A,N/A,N/A,53?4.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ascot,GRS - Grass,N/A,CROP,2016-07-21,201630426,<0.067,<0.069,N/A,N/A,N/A,<0.23,N/A,N/A,N/A,N/A,<0.055,N/A,<0.057,<0.065,N/A,<0.18,<0.12,<2.5,N/A,N/A,N/A,110?9.4,N/A,<0.068,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.08,<0.5,N/A,N/A,<0.14,<0.076,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.054
Ascot,POT - Potato,N/A,CROP,2016-07-21,201630425,<0.096,<0.17,N/A,N/A,N/A,<0.33,N/A,N/A,N/A,N/A,<0.08,N/A,<0.074,<0.061,N/A,<0.26,<0.17,<6.2,N/A,N/A,N/A,170?14,N/A,<0.086,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.08,<0.58,N/A,N/A,<0.15,<0.082,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.13
Berkeley,EOE - Elvers/Eels,Severn Elvers,N/A,2016-05-10,201629374,<0.17,<0.098,N/A,N/A,N/A,<0.41,N/A,N/A,<0.049,<0.17,<0.14,<2.1,<0.14,<0.12,N/A,<0.39,<0.17,N/A,N/A,N/A,ND,48?4.8,<0.12,<0.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.21,<1,N/A,<0.44,<0.27,<0.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.3,<0.28
Berkeley,MUL - Grey mullet,Severn Beach,N/A,2016-09-08,201631055,<0.098,<0.19,N/A,N/A,N/A,<0.32,N/A,N/A,<0.041,<0.092,<0.077,<1.2,<0.076,0.18?0.082,N/A,<0.25,<0.15,<25,N/A,N/A,ND,100?7.8,<0.069,<0.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.11,<0.58,N/A,<0.2,<0.16,<0.092,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.19,<0.16
Berkeley,SAL - N. Atlantic salmon,Beachley,N/A,2016-08-07,201629823,<0.13,<0.073,N/A,N/A,N/A,<0.33,N/A,N/A,<0.04,<0.18,<0.081,<6.2,<0.089,0.34?0.1,N/A,<0.25,<0.12,N/A,N/A,N/A,ND,110?8.4,<0.088,<0.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.39,<0.72,N/A,<0.48,<0.18,<0.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.25,<0.37
Berkeley,USH - Shrimp (unidentified),Guscar,N/A,2016-07-01,201633342,N/A,N/A,N/A,32?5.6,19?0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Berkeley,USH - Shrimp (unidentified),Guscar,N/A,2016-07-01,201633343,N/A,N/A,0.00087?0.00013,N/A,N/A,N/A,ND,ND,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00016?0.000094,0.001?0.00026,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Berkeley,USH - Shrimp (unidentified),Guscar,N/A,2016-09-26,201632033,<0.095,<0.19,N/A,N/A,N/A,<0.34,N/A,N/A,<0.044,<0.12,<0.068,<2.5,<0.074,0.4?0.082,N/A,<0.23,<0.16,N/A,N/A,N/A,ND,83?6.4,<0.07,<0.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.2,<0.58,N/A,<0.27,<0.16,<0.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.18,<0.22
Berkeley,USH - Shrimp (unidentified),Guscar,N/A,2016-09-26,201632034,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Berkeley,USH - Shrimp (unidentified),Guscar,N/A,2016-10-12,201632036,<0.077,<0.14,N/A,N/A,N/A,<0.26,N/A,N/A,<0.035,<0.12,<0.05,<3.9,<0.058,0.26?0.055,N/A,<0.17,<0.12,N/A,N/A,N/A,ND,66?5,<0.055,<0.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.23,<0.44,N/A,<0.28,<0.12,<0.088,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.15,<0.23
Bradwell,CAB - Cabbage,N/A,CROP,2016-03-10,201628331,<0.12,<0.11,N/A,21?1.2,N/A,<0.42,N/A,N/A,N/A,N/A,<0.095,N/A,<0.11,<0.11,N/A,<0.21,<0.23,8.4?8,N/A,N/A,N/A,110?12,N/A,<0.041,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.066,<0.58,N/A,N/A,<0.26,<0.045,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.17
Bradwell,ESB - European sea bass,PLZ,N/A,2016-05-12,201629375,<0.057,<0.048,N/A,N/A,N/A,<0.17,N/A,N/A,<0.021,<0.047,<0.043,<0.47,<0.04,0.21?0.045,N/A,<0.15,<0.078,N/A,N/A,N/A,<0.32,140?10,<0.037,<0.057,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.047,<0.32,N/A,<0.076,<0.089,<0.045,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.11,<0.08
Bradwell,LBE - European lobster,West Mersea,N/A,2016-08-31,201631505,<0.068,<0.049,N/A,N/A,N/A,<0.22,N/A,N/A,<0.026,<0.077,<0.051,<1.9,<0.048,<0.048,N/A,<0.15,<0.083,N/A,N/A,N/A,ND,67?5,<0.047,<0.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.13,<0.41,N/A,<0.2,<0.11,<0.076,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.12,<0.15
Bradwell,LUC - Lucerne,N/A,CROP,2016-06-28,201629871,<0.11,<0.16,N/A,12?0.74,N/A,<0.42,N/A,N/A,N/A,N/A,<0.076,N/A,<0.089,<0.08,N/A,<0.27,<0.12,<3.9,N/A,N/A,N/A,180?15,N/A,<0.074,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.16,<0.53,N/A,N/A,<0.2,<0.081,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.18
Bradwell,OYY - Oysters,Blackwater Estuary,N/A,2016-08-15,201630833,<0.089,<0.047,0.00076?0.0001,N/A,N/A,<0.25,ND,0.000016?0.000014,<0.03,<0.12,<0.069,<3.8,<0.064,<0.061,N/A,<0.19,<0.094,N/A,N/A,N/A,ND,30?2.7,<0.063,<0.3,N/A,N/A,N/A,N/A,N/A,N/A,0.00024?0.000063,0.0013?0.00016,N/A,N/A,<0.23,<0.62,N/A,<0.42,<0.15,<0.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.15,<0.23
Bradwell,SAM - Samphire,Tollesbury Saltmarsh,N/A,2016-08-15,201630834,<0.12,<0.058,N/A,N/A,N/A,<0.31,N/A,N/A,<0.037,<0.15,<0.078,<4.7,<0.076,0.25?0.069,N/A,<0.22,<0.11,N/A,N/A,N/A,ND,31?2.8,<0.078,<0.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.29,<0.66,N/A,<0.47,<0.16,<0.12,N/A,<0.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.21,<0.3
Bradwell,UMK-Unpasteurised Milk,N/A,BR07,2016-02-15,201628174,<0.12,<0.098,N/A,31?2,N/A,<0.3,N/A,N/A,N/A,N/A,<0.072,N/A,<0.083,<0.033,N/A,<0.21,<0.17,<3,N/A,N/A,N/A,43?5,N/A,<0.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.17,<0.52,N/A,N/A,<0.094,<0.033,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.2
Bradwell,UMK-Unpasteurised Milk,N/A,BR06,2016-02-15,201628396,<0.1,<0.081,N/A,30?1.6,N/A,<0.39,N/A,N/A,N/A,N/A,<0.032,N/A,<0.063,<0.076,N/A,<0.22,<0.16,<3,N/A,N/A,N/A,50?4.6,N/A,<0.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.15,<0.57,N/A,N/A,<0.22,<0.061,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.16
Bradwell,UMK-Unpasteurised Milk,N/A,BR06,2016-05-15,201629646,<0.11,<0.13,N/A,28?1.9,N/A,<0.39,N/A,N/A,N/A,N/A,<0.057,N/A,<0.086,<0.078,N/A,<0.13,<0.19,<2.9,N/A,N/A,N/A,52?4.8,N/A,<0.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.1,<0.6,N/A,N/A,<0.15,<0.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.18
Bradwell,UMK-Unpasteurised Milk,N/A,BR07,2016-05-15,201629650,<0.083,<0.069,N/A,30?2,N/A,<0.14,N/A,N/A,N/A,N/A,<0.019,N/A,<0.06,<0.04,N/A,<0.18,<0.15,<2,N/A,N/A,N/A,43?3.8,N/A,<0.096,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.034,<0.48,N/A,N/A,<0.15,<0.045,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.1
Bradwell,UMK-Unpasteurised Milk,N/A,BR07,2016-08-15,201630996,<0.055,<0.12,N/A,21?1.7,N/A,<0.4,N/A,N/A,N/A,N/A,<0.043,N/A,<0.033,<0.077,N/A,<0.24,<0.17,<2.8,N/A,N/A,N/A,49?4.5,N/A,<0.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.05,<0.66,N/A,N/A,<0.14,<0.098,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.064
Bradwell,UMK-Unpasteurised Milk,N/A,BR06,2016-08-15,201631565,<0.1,<0.089,N/A,21?1.2,N/A,<0.52,N/A,N/A,N/A,N/A,<0.082,N/A,<0.081,<0.083,N/A,<0.23,<0.15,<2.9,N/A,N/A,N/A,53?4.9,N/A,<0.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.16,<0.7,N/A,N/A,<0.18,<0.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.14
Bradwell,UMK-Unpasteurised Milk,N/A,BR06,2016-11-15,201634011,<0.072,<0.14,N/A,16?1.4,N/A,<0.27,N/A,N/A,N/A,N/A,<0.071,N/A,<0.1,<0.083,N/A,<0.23,<0.24,<2.1,N/A,N/A,N/A,55?5.1,N/A,<0.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.065,<0.59,N/A,N/A,<0.19,<0.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.19
Bradwell,UMK-Unpasteurised Milk,N/A,BR07,2016-11-15,201634013,<0.058,<0.086,N/A,21?1.2,N/A,<0.35,N/A,N/A,N/A,N/A,<0.019,N/A,<0.064,<0.052,N/A,<0.15,<0.13,<2.1,N/A,N/A,N/A,43?3.8,N/A,<0.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.094,<0.52,N/A,N/A,<0.14,<0.058,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.17
Capenhurst,BRT - Beetroot,N/A,CROP,2016-10-10,201632017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.082,N/A,N/A,N/A,N/A,0.0081?0.002,0.00068?0.00048,0.0095?0.002,N/A,N/A
Capenhurst,COC - Common cockle,R. Dee Cockle,N/A,2016-10-10,201632015,<0.063,1.6?0.24,1.5?0.11,N/A,N/A,<0.25,ND,ND,<0.032,<0.055,<0.051,<0.8,<0.05,1.1?0.11,N/A,<0.15,<0.13,<25,N/A,N/A,<0.77,33?2.7,<0.05,<0.083,N/A,N/A,N/A,N/A,N/A,N/A,0.07?0.0055,0.45?0.017,N/A,N/A,<0.076,<0.44,N/A,<0.14,<0.13,<0.065,N/A,0.63?0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.12,<0.11
Capenhurst,FLE - Flounder (European),Liverpool Bay,N/A,2016-04-13,201628947,<0.088,<0.17,N/A,N/A,N/A,<0.3,N/A,N/A,<0.038,<0.097,<0.062,<1.9,<0.062,1.1?0.11,N/A,<0.19,<0.14,29?7.4,N/A,N/A,ND,81?6.2,<0.057,<0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.16,<0.5,N/A,<0.21,<0.15,<0.086,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.17,<0.18
Capenhurst,GRS - Grass,N/A,CROP,2016-10-10,201632016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.091,N/A,N/A,N/A,N/A,0.0087?0.002,<0.00098,0.008?0.002,N/A,N/A
Capenhurst,MUS - Blue (edible) mussel,Liverpool Bay,N/A,2016-01-05,201627416,<0.21,1.5?0.41,N/A,N/A,N/A,<0.68,N/A,N/A,<0.084,<0.24,<0.17,<4,<0.16,0.9?0.21,N/A,<0.46,<0.3,<25,N/A,N/A,ND,7.7?3.4,<0.16,<0.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.34,<1.4,N/A,<0.72,<0.39,<0.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.34,<0.45
Capenhurst,UMK-Unpasteurised Milk,N/A,CA04,2016-02-15,201628170,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<4.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Capenhurst,UMK-Unpasteurised Milk,N/A,CA15,2016-02-15,201628171,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Capenhurst,UMK-Unpasteurised Milk,N/A,CA00,2016-04-01,201629973,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.015,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Capenhurst,UMK-Unpasteurised Milk,N/A,CA04,2016-05-15,201629727,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<2.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Capenhurst,UMK-Unpasteurised Milk,N/A,CA15,2016-05-15,201629729,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<2.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Capenhurst,UMK-Unpasteurised Milk,N/A,CA04,2016-07-01,201634006,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.00047,<0.00027,<0.00055,N/A,N/A
Capenhurst,UMK-Unpasteurised Milk,N/A,CA15,2016-07-01,201634009,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.00053,<0.00034,<0.00048,N/A,N/A
Capenhurst,UMK-Unpasteurised Milk,N/A,CA04,2016-08-15,201631514,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<2.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Capenhurst,UMK-Unpasteurised Milk,N/A,CA15,2016-08-15,201631517,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Capenhurst,UMK-Unpasteurised Milk,N/A,CA00,2016-10-01,201634170,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
